Array,Listening post,Listening post ID,Easting,Northing,Elevation(m),repeat,Date,Groups,Group ID,time start male,timestart  female,time end,bearing,distance (m),NOTE: yellow highlight=no female heard,,,
17,B,17B1,529875,1976870,777,1,08/02/2014,3,130,6:07:25,6:09:44,6:49,240,500,,,,
17,B,17B1,529875,1976870,777,1,08/02/2014,4,,6:15:05,,6:38,64,600,,,,
17,B,17B1,529875,1976870,777,1,08/02/2014,5,unident,6:34:05,6:42:36,6:48,272,1500,,,,
17,C,17C1,530212,1977164,795,1,08/02/2014,1,128,6:03:32,6:10:31,6:29,300,400,,,,
17,C,17C1,530212,1977164,795,1,08/02/2014,2,130,6:06:41,6:11:21,6:37,230,700,,,,
17,C,17C1,530212,1977164,795,1,08/02/2014,3,129,6:08:54,6:17:41,6:25,130,650,,,,
17,C,17C1,530212,1977164,795,1,08/02/2014,4,7,6:18:11,6:20:38,6:46,60,600,,,,
17,A,17A2,529530,1976501,814,2,09/02/2014,1,132,5:58:36,6:00:20,6:17,140,800,,,,
17,A,17A2,529530,1976501,814,2,09/02/2014,2,128,6:07:49,6:08:22,6:27,30,800,,,,
17,A,17A2,529530,1976501,814,2,09/02/2014,3,130,6:10:24,6:10:50,6:27,270,500,,,,
17,A,17A2,529530,1976501,814,2,09/02/2014,4,149,6:14:32,6:14:53,6:29,192,900,,,,
17,A,17A2,529530,1976501,814,2,09/02/2014,5,129,6:19:29,6:20:40,6:31,80,1000,,,,
17,A,17A2,529530,1976501,814,2,09/02/2014,6,148,6:23:40,6:23:12,6:35,170,800,,,,
17,B,17B2,529875,1976870,777,2,09/02/2014,1,132,6:02:23,6:12:06,6:23,140,1500,,,,
17,B,17B2,529875,1976870,777,2,09/02/2014,2,unident,6:03:05,6:04:09,6:20,237,900,,,,
17,B,17B2,529875,1976870,777,2,09/02/2014,3,128,6:06:05,6:08:54,6:26,3,500,,,,
17,B,17B2,529875,1976870,777,2,09/02/2014,4,unident,6:08:56,6:13:22,6:25,352,700,,,,
17,B,17B2,529875,1976870,777,2,09/02/2014,5,76,6:15:24,6:16:15,6:24,71,1500,,,,
17,B,17B2,529875,1976870,777,2,09/02/2014,6,unident,6:15:59,6:16:44,6:28,210,700,,,,
17,B,17B2,529875,1976870,777,2,09/02/2014,7,127,6:17:32,6:24:40,6:36,300,1000,,,,
17,B,17B2,529875,1976870,777,2,09/02/2014,8,148,6:24:48,6:30:46,6:37,185,900,,,,
17,B,17B2,529875,1976870,777,2,09/02/2014,9,,6:27:50,,6:35,30,800,,,,
17,B,17B2,529875,1976870,777,2,09/02/2014,10,unident,6:35:23,6:37:02,6:42,255,1000,,,,
17,B,17B2,529875,1976870,777,2,09/02/2014,11,unident,6:58:08,7:01:59,7:10,250,1000,,,,
17,C,17C2,530212,1977164,795,2,09/02/2014,1,unident,5:58:20,6:00:31,6:25,300,420,,,,
17,C,17C2,530212,1977164,795,2,09/02/2014,2,132,6:03:20,6:07:55,6:33,170,800,,,,
17,C,17C2,530212,1977164,795,2,09/02/2014,3,7,6:09:15,6:11:34,6:42,64,610,,,,
17,C,17C2,530212,1977164,795,2,09/02/2014,4,130,6:13:05,6:17:50,6:52,235,620,,,,
17,C,17C2,530212,1977164,795,2,09/02/2014,5,76,6:20:51,6:22:26,6:54,90,1000,,,,
17,A,17A3,529530,1976501,814,3,10/02/2014,1,133,6:04:17,6:08:30,6:23,140,800,,,,
17,A,17A3,529530,1976501,814,3,10/02/2014,2,128,6:08:40,6:09:20,6:25,30,700,,,,
17,A,17A3,529530,1976501,814,3,10/02/2014,3,130,6:10:02,6:12:31,6:26,270,600,,,,
17,A,17A3,529530,1976501,814,3,10/02/2014,4,149,6:18:42,6:19:15,6:26,200,900,,,,
17,A,17A3,529530,1976501,814,3,10/02/2014,5,129,6:22:12,6:22:43,6:28,80,900,,,,
17,A,17A3,529530,1976501,814,3,10/02/2014,6,148,6:25:33,6:25:04,6:32,170,800,,,,
17,A,17A3,529530,1976501,814,3,10/02/2014,7,unident,7:06:20,7:11:03,7:16,50,900,,,,
17,B,17B3,529875,1976870,777,3,10/02/2014,1,10,5:59:24,6:12:12,6:19,359,1000,,,,
17,B,17B3,529875,1976870,777,3,10/02/2014,2,130,6:03:45,6:09:06,6:25,238,600,,,,
17,B,17B3,529875,1976870,777,3,10/02/2014,3,149,6:10:05,6:14:42,6:20,214,1000,,,,
17,B,17B3,529875,1976870,777,3,10/02/2014,4,7,6:14:44,6:16:57,6:26,72,1500,,,,
17,B,17B3,529875,1976870,777,3,10/02/2014,5,129,6:22:55,6:23:39,6:29,96,1000,,,,
17,B,17B3,529875,1976870,777,3,10/02/2014,6,,7:08:18,,,75,800,,,,
17,C,17C3,530212,1977164,795,3,10/02/2014,1,130,6:03:30,6:08:14,6:24,220,620,,,,
17,C,17C3,530212,1977164,795,3,10/02/2014,2,7,6:10:54,6:12:20,6:28,95,800,,,,
17,A,17A4,529530,1976501,814,4,11/02/2014,1,133,6:18:43,6:18:32,6:26,143,800,,,,
17,A,17A4,529530,1976501,814,4,11/02/2014,2,128,6:20:27,6:23:59,6:37,35,800,,,,
17,A,17A4,529530,1976501,814,4,11/02/2014,3,129,6:25:03,6:28:43,6:55,80,800,,,,
17,B,17B4,529875,1976870,777,4,11/02/2014,1,128,6:20:18,6:20:19,6:31,342,900,,,,
17,B,17B4,529875,1976870,777,4,11/02/2014,2,129,6:18:56,6:37:50,6:46,100,800,,,,
17,B,17B4,529875,1976870,777,4,11/02/2014,3,7,6:33:26,6:39:15,6:42,70,800,,,,
17,B,17B4,529875,1976870,777,4,11/02/2014,4,132,6:38:15,6:44:18,6:54,164,1000,,,,
17,C,17C4,530212,1977164,795,4,11/02/2014,1,129,6:22:05,6:03:39,6:12,168,400,,,,
18,A,18A1,528727,1977498,688,1,12/02/2014,1,5,6:12:48,6:15:25,6:27,20,800,,,,
18,A,18A1,528727,1977498,688,1,12/02/2014,2,128,6:19:07,6:19:39,6:33,100,900,,,,
18,A,18A1,528727,1977498,688,1,12/02/2014,3,6,6:21:19,6:21:52,6:37,280,1000,,,,
18,A,18A1,528727,1977498,688,1,12/02/2014,4,130,6:29:54,6:29:21,6:46,160,700,,,,
18,A,18A1,528727,1977498,688,1,12/02/2014,5,140,6:30:30,6:31:53,6:59,70,800,,,,
18,A,18A1,528727,1977498,688,1,12/02/2014,6,145,6:30:39,6:36:57,7:04,330,900,,,,
18,B,18B1,528235,1977458,718,1,12/02/2014,1,5,6:11:26,6:12:31,6:38,50,1500,,,,
18,B,18B1,528235,1977458,718,1,12/02/2014,2,130,6:14:56,6:16:48,6:29,162,700,,,,
18,B,18B1,528235,1977458,718,1,12/02/2014,3,134,6:09:09,6:19:45,6:36,198,1000,,,,
18,B,18B1,528235,1977458,718,1,12/02/2014,4,128,6:20:55,6:24:14,6:48,103,1000,,,,
18,B,18B1,528235,1977458,718,1,12/02/2014,5,6,6:22:25,6:23:11,6:48,297,1000,,,,
18,B,18B1,528235,1977458,718,1,12/02/2014,6,126,6:23:22,6:25:39,6:53,258,900,,,,
18,B,18B1,528235,1977458,718,1,12/02/2014,7,140,6:27:54,6:28:12,6:40,58,600,,,,
18,C,18C1,527553,1977172,692,1,12/02/2014,1,134,6:14:29,6:19:40,6:53,180,500,,,,
18,C,18C1,527553,1977172,692,1,12/02/2014,2,6,6:20:34,6:26:00,6:55,10,520,,,,
18,C,18C1,527553,1977172,692,1,12/02/2014,3,,6:30:16,,6:40,280,700,,,,
18,A,18A2,528727,1977498,688,2,13/02/2014,1,159,6:08:08,6:10:45,6:27,20,800,,,,
18,A,18A2,528727,1977498,688,2,13/02/2014,2,128,6:14:43,6:15:15,6:31,100,800,,,,
18,A,18A2,528727,1977498,688,2,13/02/2014,3,130,6:16:51,6:17:14,6:33,160,700,,,,
18,A,18A2,528727,1977498,688,2,13/02/2014,4,140,6:20:06,6:20:37,6:37,70,800,,,,
18,A,18A2,528727,1977498,688,2,13/02/2014,5,127,6:25:55,6:26:11,6:39,130,700,,,,
18,A,18A2,528727,1977498,688,2,13/02/2014,6,5,6:31:05,6:32:26,6:49,40,800,,,,
18,A,18A2,528727,1977498,688,2,13/02/2014,7,6,6:33:15,6:33:36,7:10,280,900,,,,
18,B,18B2,528235,1977458,718,2,13/02/2014,1,145,6:08:30,6:12:40,6:22,4,1000,,,,
18,B,18B2,528235,1977458,718,2,13/02/2014,2,unident,6:14:53,6:33:04,6:35,148,700,,,,
18,B,18B2,528235,1977458,718,2,13/02/2014,3,140,6:17:17,6:16:48,6:29,70,700,,,,
18,B,18B2,528235,1977458,718,2,13/02/2014,4,130,6:18:07,6:18:28,6:38,144,900,,,,
18,B,18B2,528235,1977458,718,2,13/02/2014,5,134,6:17:05,6:18:41,6:48,190,1000,,,,
18,B,18B2,528235,1977458,718,2,13/02/2014,6,126,6:20:22,6:21:30,6:39,264,900,,,,
18,B,18B2,528235,1977458,718,2,13/02/2014,7,127,6:20:18,6:23:48,6:32,108,1000,,,,
18,B,18B2,528235,1977458,718,2,13/02/2014,8,5,6:28:42,6:38:32,6:50,58,1000,,,,
18,C,18C2,527553,1977172,692,2,13/02/2014,1,159,6:07:39,6:13:20,6:32,80,600,,,,
18,C,18C2,527553,1977172,692,2,13/02/2014,2,6,6:15:05,6:20:56,6:36,18,500,,,,
18,C,18C2,527553,1977172,692,2,13/02/2014,3,134,6:17:46,6:22:10,6:44,170,450,,,,
18,C,18C2,527553,1977172,692,2,13/02/2014,4,126,6:19:01,6:27:51,6:35,280,600,,,,
18,C,18C2,527553,1977172,692,2,13/02/2014,5,,6:40:37,,6:49,350,700,,,,
18,A,18A3,528727,1977498,688,3,14/02/2014,1,160,6:13:35,6:15:26,6:23,20,800,,,,
18,A,18A3,528727,1977498,688,3,14/02/2014,2,140,6:16:13,6:17:40,6:26,70,800,,,,
18,A,18A3,528727,1977498,688,3,14/02/2014,3,5,6:19:21,6:19:35,6:29,40,800,,,,
18,A,18A3,528727,1977498,688,3,14/02/2014,4,145,6:21:12,6:21:40,6:32,330,900,,,,
18,A,18A3,528727,1977498,688,3,14/02/2014,5,127,6:25:02,6:25:24,6:35,104,800,,,,
18,A,18A3,528727,1977498,688,3,14/02/2014,6,6,6:27:08,6:27:30,6:37,275,900,,,,
18,A,18A3,528727,1977498,688,3,14/02/2014,7,127,6:30:05,6:30:16,6:41,130,700,,,,
18,A,18A3,528727,1977498,688,3,14/02/2014,8,130,6:30:47,6:31:06,6:52,160,700,,,,
18,B,18B3,528235,1977458,718,3,14/02/2014,1,143,6:11:16,6:16:12,6:23,293,1000,,,,
18,B,18B3,528235,1977458,718,3,14/02/2014,2,140,6:17:25,6:16:20,6:24,76,700,,,,
18,B,18B3,528235,1977458,718,3,14/02/2014,3,,6:16:47,,6:20,18,1500,,,,
18,B,18B3,528235,1977458,718,3,14/02/2014,4,6,6:24:39,6:29:53,6:32,310,1000,,,,
18,B,18B3,528235,1977458,718,3,14/02/2014,5,127,6:26:25,6:27:58,6:34,102,1000,,,,
18,B,18B3,528235,1977458,718,3,14/02/2014,6,145,6:33:21,6:34:30,6:46,344,1500,,,,
18,B,18B3,528235,1977458,718,3,14/02/2014,7,159,6:41:02,6:45:42,6:49,50,1500,,,,
18,C,18C3,527553,1977172,692,3,14/02/2014,1,126,6:08:10,6:12:20,6:27,280,600,,,,
18,C,18C3,527553,1977172,692,3,14/02/2014,2,160,6:15:05,6:20:55,6:31,80,600,,,,
18,C,18C3,527553,1977172,692,3,14/02/2014,3,,6:24:00,,6:45,356,680,,,,
18,A,18A4,528727,1977498,688,4,15/02/2014,1,5,6:00:54,6:02:17,6:19,20,800,,,,
18,A,18A4,528727,1977498,688,4,15/02/2014,2,127,6:04:21,6:05:37,6:29,107,800,,,,
18,A,18A4,528727,1977498,688,4,15/02/2014,3,130,6:13:22,6:13:52,6:23,160,700,,,,
18,A,18A4,528727,1977498,688,4,15/02/2014,4,145,6:16:05,6:16:24,6:43,330,800,,,,
18,A,18A4,528727,1977498,688,4,15/02/2014,5,unident,6:17:40,6:17:05,6:52,46,800,,,,
18,A,18A4,528727,1977498,688,4,15/02/2014,6,6,6:20:54,6:21:13,6:44,273,900,,,,
18,A,18A4,528727,1977498,688,4,15/02/2014,7,140,6:25:28,6:25:57,6:58,70,800,,,,
18,B,18B4,528235,1977458,718,4,15/02/2014,1,5,6:01:10,6:04:30,6:20,30,1000,,,,
18,B,18B4,528235,1977458,718,4,15/02/2014,2,127,6:04:04,6:06:37,6:23,104,1000,,,,
18,B,18B4,528235,1977458,718,4,15/02/2014,3,130,6:08:37,6:13:18,6:18,151,1500,,,,
18,B,18B4,528235,1977458,718,4,15/02/2014,4,140,6:12:30,6:15:30,6:25,45,1500,,,,
18,B,18B4,528235,1977458,718,4,15/02/2014,5,143,6:15:00,6:16:21,6:25,311,1000,,,,
18,B,18B4,528235,1977458,718,4,15/02/2014,6,140,6:15:08,6:17:38,6:30,82,1000,,,,
18,B,18B4,528235,1977458,718,4,15/02/2014,7,126,6:16:42,6:18:26,6:32,258,1000,,,,
18,B,18B4,528235,1977458,718,4,15/02/2014,8,145,6:25:30,6:33:39,6:52,12,1000,,,,
18,B,18B4,528235,1977458,718,4,15/02/2014,9,6,6:28:02,6:29:13,6:53,308,600,,,,
18,B,18B4,528235,1977458,718,4,15/02/2014,10,137,6:28:05,6:33:09,6:40,230,1500,,,,
18,B,18B4,528235,1977458,718,4,15/02/2014,11,unident,6:39:35,6:42:33,6:58,43,2000,,,,
18,B,18B4,528235,1977458,718,4,15/02/2014,12,142,6:55:08,6:58:00,7:18,10,1000,,,,
18,C,18C4,527553,1977172,692,4,15/02/2014,1,160,5:57:11,6:05:35,6:07,86,600,,,,
18,C,18C4,527553,1977172,692,4,15/02/2014,2,6,5:59:09,6:01:05,6:30,20,500,,,,
18,C,18C4,527553,1977172,692,4,15/02/2014,3,134,6:09:50,6:13:47,6:35,175,520,,,,
18,C,18C4,527553,1977172,692,4,15/02/2014,4,126,6:11:56,6:16:45,6:24,275,600,,,,
18,C,18C4,527553,1977172,692,4,15/02/2014,5,,6:14:08,,6:54,0,700,,,,
19,A,19A1,536227,1973749,874,1,12/03/2014,1,52,6:15:29,6:17:51,6:34,284,1000,,,,
19,A,19A1,536227,1973749,874,1,12/03/2014,2,51,6:22:42,6:32:55,6:43,10,1100,,,,
19,B,19B1,536081,1974180,904,1,12/03/2014,1,52,6:19:10,6:20:27,6:23,270,1000,,,,
19,B,19B1,536081,1974180,904,1,12/03/2014,2,51,6:20:39,6:27:36,6:40,45,300,,,,
19,C,19C1,535915,1974589,951,1,12/03/2014,1,52,6:14:46,6:15:16,6:32,215,600,,,,
19,C,19C1,535915,1974589,951,1,12/03/2014,2,51,6:20:23,6:28:23,6:40,96,700,,,,
19,A,19A2,536227,1973749,874,2,13/03/2014,1,51,6:02:58,6:11:03,6:26,10,1100,,,,
19,A,19A2,536227,1973749,874,2,13/03/2014,2,,6:10:04,,6:21,286,1000,,,,
19,B,19B2,536081,1974180,904,2,13/03/2014,1,50,5:57:17,5:58:33,6:04,210,700,,,,
19,B,19B2,536081,1974180,904,2,13/03/2014,2,51,6:00:50,6:15:14,6:24,30,400,,,,
19,C,19C2,535915,1974589,951,2,13/03/2014,1,50,5:55:22,5:56:20,6:03,203,700,,,,
19,C,19C2,535915,1974589,951,2,13/03/2014,2,51,6:00:10,6:15:21,6:24,50,700,,,,
19,C,19C2,535915,1974589,951,2,13/03/2014,3,151,6:14:20,6:16:58,6:22,220,1500,,,,
19,A,19A3,536227,1973749,874,3,14/03/2014,0,,,,,,,,,,
19,B,19B3,536081,1974180,904,3,14/03/2014,0,,,,,,,,,,
19,C,19C3,535915,1974589,951,3,14/03/2014,0,,,,,,,,,,
19,A,19A4,536227,1973749,874,4,15/03/2014,0,,,,,,,,,,
19,B,19B4,536081,1974180,904,4,15/03/2014,0,,,,,,,,,,
19,C,19C4,535915,1974589,951,4,15/03/2014,0,,,,,,,,,,
20,A,20A1,535970,1976181,1128,1,16/03/2014,1,,6:08:37,,6:28,280,600,,,,
20,B,20B1,535641,1975847,1019,1,16/03/2014,1,43,5:53:03,5:54:16,6:06,260,1500,,,,
20,B,20B1,535641,1975847,1019,1,16/03/2014,2,,6:04:39,,6:24,290,1000,,,,
20,C,20C1,535850,1975530,1052,1,16/03/2014,1,43,5:53:03,5:53:19,6:04,242,1500,,,,
20,C,20C1,535850,1975530,1052,1,16/03/2014,2,48,5:57:01,5:58:39,6:23,312,700,,,,
20,A,20A2,535970,1976181,1128,2,17/03/2014,1,48,5:46:01,5:50:45,6:05,270,650,,,,
20,A,20A2,535970,1976181,1128,2,17/03/2014,2,47,5:48:29,6:02:05,6:07,290,500,,,,
20,B,20B2,535641,1975847,1019,2,17/03/2014,1,46,5:43:41,5:45:30,6:01,228,700,,,,
20,B,20B2,535641,1975847,1019,2,17/03/2014,2,47,5:48:00,5:48:28,5:52,323,1000,,,,
20,B,20B2,535641,1975847,1019,2,17/03/2014,3,48,5:50:00,5:51:08,6:03,289,1000,,,,
20,C,20C2,535850,1975530,1052,2,17/03/2014,1,46,5:43:00,5:45:44,6:01,265,700,,,,
20,C,20C2,535850,1975530,1052,2,17/03/2014,2,4,5:46:08,5:49:35,6:00,0,1500,,,,
20,C,20C2,535850,1975530,1052,2,17/03/2014,3,48,nr,5:52:10,6:03,302,800,,,,
20,C,20C2,535850,1975530,1052,2,17/03/2014,4,51,6:09:48,6:15:56,6:20,156,1000,,,,
20,C,20C2,535850,1975530,1052,2,17/03/2014,5,52,nr,6:18:10,6:28,190,1000,,,,
20,A,20A3,535970,1976181,1128,3,18/03/2014,1,46,5:13:50,5:17:04,5:40,276,680,,,,
20,A,20A3,535970,1976181,1128,3,18/03/2014,2,48,5:48:46,5:58:19,6:17,280,650,,,,
20,B,20B3,535641,1975847,1019,3,18/03/2014,1,46,5:13:36,5:16:07,5:30,250,800,,,,
20,B,20B3,535641,1975847,1019,3,18/03/2014,2,49,5:30:00,,5:41,240,1500,,,,
20,B,20B3,535641,1975847,1019,3,18/03/2014,3,48,5:47:50,5:51:10,6:14,285,800,,,,
20,C,20C3,535850,1975530,1052,3,18/03/2014,1,46,5:13:05,5:16:07,5:29,317,700,,,,
20,C,20C3,535850,1975530,1052,3,18/03/2014,2,48,5:48:19,5:51:13,6:12,275,1000,,,,
20,A,20A4,535970,1976181,1128,4,19/03/2014,1,,5:30:31,,5:59,290,600,,,,
20,A,20A4,535970,1976181,1128,4,19/03/2014,2,48,5:33:13,5:55:09,6:13,260,700,,,,
20,B,20B4,535641,1975847,1019,4,19/03/2014,1,49,5:25:24,5:29:50,5:47,234,1000,,,,
20,B,20B4,535641,1975847,1019,4,19/03/2014,2,49,5:28:36,5:30:26,5:39,260,800,,,,
20,B,20B4,535641,1975847,1019,4,19/03/2014,3,43,5:44:15,5:46:00,6:06,260,1000,,,,
20,C,20C4,535850,1975530,1052,4,19/03/2014,1,49,5:28:37,5:30:11,5:46,260,1500,,,,
20,C,20C4,535850,1975530,1052,4,19/03/2014,2,43,5:45:52,5:48:09,5:58,272,1000,,,,
21,A,21A1,533450,1975310,756,1,20/03/2014,1,45,5:37:21,5:45:31,6:10,40,600,,,,
21,A,21A1,533450,1975310,756,1,20/03/2014,2,,6:19:30,,6:18,236,500,,,,
21,B,21B1,533710,1975526,772,1,20/03/2014,1,,5:22:00,,5:35,196,1000,,,,
21,B,21B1,533710,1975526,772,1,20/03/2014,2,unident,5:33:46,5:36:13,5:41,150,1500,,,,
21,B,21B1,533710,1975526,772,1,20/03/2014,3,45,5:38:30,5:45:39,6:06,50,300,,,,
21,B,21B1,533710,1975526,772,1,20/03/2014,4,39,nr,6:10:20,6:16,230,1500,,,,
21,C,21C1,534096,1975874,791,1,20/03/2014,1,,5:26:08,,5:35,197,1500,,,,
21,C,21C1,534096,1975874,791,1,20/03/2014,2,,5:33:48,,5:41,221,1500,,,,
21,C,21C1,534096,1975874,791,1,20/03/2014,3,45,5:37:59,5:45:23,6:07,278,300,,,,
21,A,21A2,533450,1975310,756,2,21/03/2014,1,44,5:51:08,5:51:59,6:11,92,500,,,,
21,B,21B2,533710,1975526,772,2,21/03/2014,1,44,5:50:58,5:52:00,6:02,154,100,,,,
21,C,21C2,534096,1975874,791,2,21/03/2014,1,44,5:51:16,5:53:37,6:02,210,800,,,,
21,A,21A3,533450,1975310,756,3,22/03/2014,1,45,5:50:14,5:59:01,6:06,60,500,,,,
21,B,21B3,533710,1975526,772,3,22/03/2014,1,45,5:49:56,5:51:58,6:01,90,100,,,,
21,C,21C3,534096,1975874,791,3,22/03/2014,1,45,5:50:02,5:51:47,6:00,200,800,,,,
21,A,21A4,533450,1975310,756,4,23/03/2014,1,44,5:49:48,5:59:03,6:07,100,600,,,,
21,A,21A4,533450,1975310,756,4,23/03/2014,2,45,6:01:39,6:02:10,6:15,60,500,,,,
21,A,21A4,533450,1975310,756,4,23/03/2014,3,,6:10:03,,6:17,160,680,,,,
21,B,21B4,533710,1975526,772,4,23/03/2014,1,49,5:49:00,5:50:55,6:03,110,1000,,,,
21,B,21B4,533710,1975526,772,4,23/03/2014,2,43,5:56:10,6:01:30,6:14,70,600,,,,
21,C,21C4,534096,1975874,791,4,23/03/2014,1,49,5:50:48,5:53:11,6:10,126,800,,,,
21,C,21C4,534096,1975874,791,4,23/03/2014,2,43,5:54:50,6:01:19,6:14,145,500,,,,
22,A,22A1,532006,1974688,811,1,24/03/2014,1,42,5:48:47,5:49:39,6:25,40,500,,,,
22,A,22A1,532006,1974688,811,1,24/03/2014,2,41,5:50:30,5:52:29,6:01,250,400,,,,
22,A,22A1,532006,1974688,811,1,24/03/2014,3,,5:56:58,,6:05,330,500,,,,
22,B,22B1,532052,1975046,776,1,24/03/2014,1,42,5:37:56,5:55:43,6:13,83,200,,,,
22,B,22B1,532052,1975046,776,1,24/03/2014,2,,nr,5:42:10,5:49,80,1500,,,,
22,B,22B1,532052,1975046,776,1,24/03/2014,3,41,5:48:26,5:50:14,5:59,220,1500,,,,
22,B,22B1,532052,1975046,776,1,24/03/2014,4,,5:49:00,,5:59,315,1500,,,,
22,B,22B1,532052,1975046,776,1,24/03/2014,5,,5:56:03,,6:24,40,600,,,,
22,C,22C1,532452,1975501,779,1,24/03/2014,1,42,5:37:58,5:51:37,5:54,220,600,,,,
22,C,22C1,532452,1975501,779,1,24/03/2014,2,37,5:46:10,5:50:28,6:02,300,1000,,,,
