Array,Listening post,Listening post ID,Easting,Northing,Elevation(m),repeat,Date,Groups,Group ID,time start male,timestart  female,time end,bearing,distance (m),NOTE: yellow highlight=no female heard,,,
22,C,22C1,532452,1975501,779,1,24/03/2014,3,unident,5:54:18,5:55:27,6:13,210,400,,,,
22,C,22C1,532452,1975501,779,1,24/03/2014,4,,6:00:29,,6:24,70,400,,,,
22,A,22A2,532006,1974688,811,2,25/03/2014,1,42,5:26:35,5:28:10,5:58,40,500,,,,
22,A,22A2,532006,1974688,811,2,25/03/2014,2,39,5:30:58,5:32:16,5:50,110,400,,,,
22,A,22A2,532006,1974688,811,2,25/03/2014,3,41,5:35:22,5:38:11,5:48,170,300,,,,
22,A,22A2,532006,1974688,811,2,25/03/2014,4,38,5:53:34,5:55:35,5:59,320,600,,,,
22,B,22B2,532052,1975046,776,2,25/03/2014,1,40,5:28:00,5:28:17,5:48,60,800,,,,
22,B,22B2,532052,1975046,776,2,25/03/2014,2,39,5:30:00,5:32:57,5:47,160,600,,,,
22,B,22B2,532052,1975046,776,2,25/03/2014,3,41,5:38:50,5:40:25,5:45,234,1000,,,,
22,B,22B2,532052,1975046,776,2,25/03/2014,4,39,nr,5:49:02,5:59,295,700,,,,
22,B,22B2,532052,1975046,776,2,25/03/2014,5,131,nr,6:14:26,6:20,305,1500,,,,
22,C,22C2,532452,1975501,779,2,25/03/2014,1,40,5:27:30,5:29:05,5:46,77,400,,,,
22,C,22C2,532452,1975501,779,2,25/03/2014,2,42,5:29:25,5:32:40,5:49,186,400,,,,
22,C,22C2,532452,1975501,779,2,25/03/2014,3,39,nr,5:36:11,5:58,175,600,,,,
22,C,22C2,532452,1975501,779,2,25/03/2014,4,45,nr,5:37:29,5:50,65,1000,,,,
22,C,22C2,532452,1975501,779,2,25/03/2014,5,131,nr,5:43:48,6:00,272,1500,,,,
22,C,22C2,532452,1975501,779,2,25/03/2014,6,unident,nr,5:44:59,5:57,325,1500,,,,
22,C,22C2,532452,1975501,779,2,25/03/2014,7,37,6:08:34,6:17:07,6:26,304,1500,,,,
22,A,22A3,532006,1974688,811,3,26/03/2014,1,39,5:32:46,5:33:53,5:56,40,510,,,,
22,A,22A3,532006,1974688,811,3,26/03/2014,2,42,5:38:00,5:40:21,5:53,10,500,,,,
22,A,22A3,532006,1974688,811,3,26/03/2014,3,41,5:50:20,5:52:05,5:57,220,450,,,,
22,A,22A3,532006,1974688,811,3,26/03/2014,4,,6:06:40,,6:12,280,1000,,,,
22,B,22B3,532052,1975046,776,3,26/03/2014,1,40,5:26:10,5:27:47,5:51,80,1500,,,,
22,B,22B3,532052,1975046,776,3,26/03/2014,2,42,5:32:15,5:36:40,5:45,25,300,,,,
22,B,22B3,532052,1975046,776,3,26/03/2014,3,,5:40:00,,5:49,190,2000,,,,
22,B,22B3,532052,1975046,776,3,26/03/2014,4,41,5:45:14,5:49:50,5:57,200,900,,,,
22,B,22B3,532052,1975046,776,3,26/03/2014,5,,6:00:00,,6:12,290,1500,,,,
22,C,22C3,532452,1975501,779,3,26/03/2014,1,40,5:24:53,5:26:13,5:43,90,800,,,,
22,C,22C3,532452,1975501,779,3,26/03/2014,2,42,5:31:50,5:36:26,5:45,244,150,,,,
22,C,22C3,532452,1975501,779,3,26/03/2014,3,39,5:40:27,5:55:40,6:00,195,1000,,,,
22,C,22C3,532452,1975501,779,3,26/03/2014,4,37,nr,5:48:56,5:56,306,1500,,,,
22,C,22C3,532452,1975501,779,3,26/03/2014,5,38,nr,5:51:00,6:01,241,1000,,,,
22,A,22A4,532006,1974688,811,4,27/03/2014,1,41,5:30:22,5:36:30,5:45,250,300,,,,
22,A,22A4,532006,1974688,811,4,27/03/2014,2,42,5:47:53,5:57:29,5:59,40,520,,,,
22,B,22B4,532052,1975046,776,4,27/03/2014,1,41,5:30:43,5:36:30,5:43,203,600,,,,
22,B,22B4,532052,1975046,776,4,27/03/2014,2,,5:42:30,,5:43,75,1500,,,,
22,B,22B4,532052,1975046,776,4,27/03/2014,3,,5:46:29,,5:54,260,1500,,,,
22,B,22B4,532052,1975046,776,4,27/03/2014,4,3,5:45:00,5:48:30,5:54,200,1200,,,,
22,B,22B4,532052,1975046,776,4,27/03/2014,5,,5:48:00,,5:54,350,1000,,,,
22,B,22B4,532052,1975046,776,4,27/03/2014,6,,6:22:06,,6:23,300,1500,,,,
22,C,22C4,532452,1975501,779,4,27/03/2014,1,42,5:30:32,5:36:16,5:45,215,600,,,,
22,C,22C4,532452,1975501,779,4,27/03/2014,2,45,nr,5:44:46,5:51,60,1500,,,,
22,C,22C4,532452,1975501,779,4,27/03/2014,3,37,5:44:22,5:45:35,5:57,313,1000,,,,
22,C,22C4,532452,1975501,779,4,27/03/2014,4,41,nr,5:48:45,5:59,209,1000,,,,
23,A,23A1,533828,1973511,725,1,28/03/2014,1,35,5:35:55,5:36:22,5:58,280,400,,,,
23,A,23A1,533828,1973511,725,1,28/03/2014,2,36,5:44:25,5:49:10,6:00,340,500,,,,
23,A,23A1,533828,1973511,725,1,28/03/2014,3,34,5:55:26,5:59:09,6:09,140,450,,,,
23,A,23A1,533828,1973511,725,1,28/03/2014,4,,6:01:34,,6:15,310,800,,,,
23,B,23B1,533933,1973925,737,1,28/03/2014,1,44,5:30:35,5:32:54,5:48,348,1000,,,,
23,B,23B1,533933,1973925,737,1,28/03/2014,2,31,5:32:16,5:35:02,5:48,267,900,,,,
23,B,23B1,533933,1973925,737,1,28/03/2014,3,34,5:43:19,5:44:30,6:02,162,900,,,,
23,B,23B1,533933,1973925,737,1,28/03/2014,4,36,5:46:00,5:47:23,6:01,295,400,,,,
23,B,23B1,533933,1973925,737,1,28/03/2014,5,,6:00:18,,6:11,300,500,,,,
23,B,23B1,533933,1973925,737,1,28/03/2014,6,52,nr,6:03:10,6:04,73,1500,,,,
23,C,23C1,534136,1974322,753,1,28/03/2014,1,44,5:30:19,5:36:52,5:58,340,900,,,,
23,C,23C1,534136,1974322,753,1,28/03/2014,2,31,5:34:08,5:34:48,5:50,263,1000,,,,
23,C,23C1,534136,1974322,753,1,28/03/2014,3,35,nr,5:39:25,6:00,217,1000,,,,
23,C,23C1,534136,1974322,753,1,28/03/2014,4,,6:00:01,,6:11,290,1000,,,,
23,A,23A2,533828,1973511,725,2,29/03/2014,1,36,5:36:37,5:41:42,5:57,344,450,,,,
23,B,23B2,533933,1973925,737,2,29/03/2014,1,,5:29:48,5:45:00,5:28,271,1000,,,,
23,B,23B2,533933,1973925,737,2,29/03/2014,2,36,5:37:14,5:41:35,5:56,272,400,,,,
23,B,23B2,533933,1973925,737,2,29/03/2014,3,34,5:45:20,5:52:14,5:55,165,1000,,,,
23,C,23C2,534136,1974322,753,2,29/03/2014,1,36,5:37:46,5:41:16,5:56,260,800,,,,
23,C,23C2,534136,1974322,753,2,29/03/2014,2,33,5:40:11,5:42:19,6:00,298,1000,,,,
23,C,23C2,534136,1974322,753,2,29/03/2014,3,,5:42:10,,5:58,188,1500,,,,
23,A,23A3,533828,1973511,725,3,30/03/2014,1,32,5:25:56,5:27:26,5:47,20,600,,,,
23,A,23A3,533828,1973511,725,3,30/03/2014,2,34,5:43:05,5:53:06,5:55,90,500,,,,
23,A,23A3,533828,1973511,725,3,30/03/2014,3,,5:46:50,,5:52,280,520,,,,
23,B,23B3,533933,1973925,737,3,30/03/2014,1,32,5:20:38,5:24:48,5:45,15,600,,,,
23,B,23B3,533933,1973925,737,3,30/03/2014,2,36,5:31:42,5:37:00,5:46,345,400,,,,
23,B,23B3,533933,1973925,737,3,30/03/2014,3,34,5:36:35,5:37:42,5:53,164,1000,,,,
23,B,23B3,533933,1973925,737,3,30/03/2014,4,31,5:43:00,5:44:54,5:48,270,1000,,,,
23,C,23C3,534136,1974322,753,3,30/03/2014,1,32,5:23:48,5:24:42,5:46,309,400,,,,
23,C,23C3,534136,1974322,753,3,30/03/2014,2,44,5:31:44,5:36:32,5:50,347,900,,,,
23,C,23C3,534136,1974322,753,3,30/03/2014,3,31,5:42:30,5:43:40,5:57,237,1000,,,,
23,A,23A4,533828,1973511,725,4,31/03/2014,1,36,5:33:52,5:40:14,5:45,344,600,,,,
23,A,23A4,533828,1973511,725,4,31/03/2014,2,161,5:37:20,5:39:40,5:47,310,500,,,,
23,A,23A4,533828,1973511,725,4,31/03/2014,3,28,5:38:40,5:52:02,6:03,212,1000,,,,
23,A,23A4,533828,1973511,725,4,31/03/2014,4,35,5:42:01,5:49:54,6:06,280,450,,,,
23,B,23B4,533933,1973925,737,4,31/03/2014,1,33,5:29:49,5:31:30,5:38,328,800,,,,
23,B,23B4,533933,1973925,737,4,31/03/2014,2,31,5:33:05,5:36:19,5:47,278,1000,,,,
23,B,23B4,533933,1973925,737,4,31/03/2014,3,36,5:35:00,5:36:44,5:38,310,600,,,,
23,B,23B4,533933,1973925,737,4,31/03/2014,4,35,5:46:35,5:47:32,5:59,220,1000,,,,
23,B,23B4,533933,1973925,737,4,31/03/2014,5,161,nr,5:49:55,6:00,255,1000,,,,
23,B,23B4,533933,1973925,737,4,31/03/2014,6,151,nr,5:50:42,6:06,120,1000,,,,
23,B,23B4,533933,1973925,737,4,31/03/2014,7,34,nr,5:51:30,6:03,165,1000,,,,
23,C,23C4,534136,1974322,753,4,31/03/2014,1,unident,5:28:37,5:31:22,5:47,319,900,,,,
23,C,23C4,534136,1974322,753,4,31/03/2014,2,36,5:30:20,5:36:36,5:48,285,400,,,,
23,C,23C4,534136,1974322,753,4,31/03/2014,3,33,5:31:21,5:36:05,5:46,281,900,,,,
23,C,23C4,534136,1974322,753,4,31/03/2014,4,161,5:35:19,5:45:58,5:54,240,1000,,,,
24,A,24A1,533818,1971617,750,1,01/04/2014,1,,5:37:22,,5:52,240,900,,,,
24,A,24A1,533818,1971617,750,1,01/04/2014,2,26,5:45:50,5:48:31,6:08,20,800,,,,
24,A,24A1,533818,1971617,750,1,01/04/2014,3,29,5:50:53,5:57:18,6:10,310,400,,,,
24,B,24B1,533566,1972326,723,1,01/04/2014,1,28,5:50:34,5:50:43,6:00,300,800,,,,
24,B,24B1,533566,1972326,723,1,01/04/2014,2,34,5:43:15,5:45:46,6:05,35,1000,,,,
24,B,24B1,533566,1972326,723,1,01/04/2014,3,29,5:53:26,5:54:20,6:00,260,700,,,,
24,B,24B1,533566,1972326,723,1,01/04/2014,4,27,6:01:38,6:02:10,6:11,255,300,,,,
24,B,24B1,533566,1972326,723,1,01/04/2014,5,30,7:10:20,7:10:20,7:21,25,600,,,,
24,C,24C1,534066,1972535,712,1,01/04/2014,1,,5:36:54,,5:50,222,1000,,,,
24,C,24C1,534066,1972535,712,1,01/04/2014,2,,5:37:38,,5:48,307,1500,,,,
24,C,24C1,534066,1972535,712,1,01/04/2014,3,34,5:40:08,5:42:19,6:06,25,500,,,,
24,C,24C1,534066,1972535,712,1,01/04/2014,4,28,5:48:05,5:50:37,6:05,295,600,,,,
24,C,24C1,534066,1972535,712,1,01/04/2014,5,29,5:53:31,5:54:09,6:11,246,800,,,,
24,C,24C1,534066,1972535,712,1,01/04/2014,6,30,7:08:15,7:10:01,7:20,290,600,,,,
24,A,24A2,533818,1971617,750,2,02/04/2014,1,24,5:35:21,nr,6:10,20,750,,,,
24,A,24A2,533818,1971617,750,2,02/04/2014,2,23,5:39:19,5:41:45,5:55,240,900,,,,
24,B,24B2,533566,1972326,723,2,02/04/2014,1,28,5:33:20,5:40:11,5:48,300,1000,,,,
24,B,24B2,533566,1972326,723,2,02/04/2014,2,23,5:37:59,5:42:06,5:56,235,1000,,,,
24,B,24B2,533566,1972326,723,2,02/04/2014,3,27,nr,5:57:51,6:08,278,800,,,,
24,C,24C2,534066,1972535,712,2,02/04/2014,1,24,5:34:27,5:38:21,6:05,104,700,,,,
24,C,24C2,534066,1972535,712,2,02/04/2014,2,23,5:36:25,5:39:32,5:50,222,800,,,,
24,C,24C2,534066,1972535,712,2,02/04/2014,3,34,5:35:42,5:37:48,5:47,0,1000,,,,
24,C,24C2,534066,1972535,712,2,02/04/2014,4,30,5:41:09,5:40:02,5:46,290,900,,,,
24,C,24C2,534066,1972535,712,2,02/04/2014,5,28,5:57:32,5:58:33,6:07,280,700,,,,
24,A,24A3,533818,1971617,750,3,03/04/2014,1,,5:17:50,,5:27,0,700,,,,
24,A,24A3,533818,1971617,750,3,03/04/2014,2,23,5:21:30,5:21:32,5:33,240,800,,,,
24,A,24A3,533818,1971617,750,3,03/04/2014,3,24,5:24:41,5:29:59,5:53,25,700,,,,
24,A,24A3,533818,1971617,750,3,03/04/2014,4,29,5:48:55,5:50:31,5:52,310,450,,,,
24,A,24A3,533818,1971617,750,3,03/04/2014,5,,6:57:18,,7:02,30,1000,,,,
24,B,24B3,533566,1972326,723,3,03/04/2014,1,23,5:18:30,5:21:35,5:32,170,500,,,,
24,B,24B3,533566,1972326,723,3,03/04/2014,2,24,5:22:26,5:23:44,5:41,78,700,,,,
24,B,24B3,533566,1972326,723,3,03/04/2014,3,35,5:25:03,5:25:15,5:35,327,1000,,,,
24,B,24B3,533566,1972326,723,3,03/04/2014,4,26,5:32:50,5:34:15,5:56,90,1000,,,,
24,B,24B3,533566,1972326,723,3,03/04/2014,5,29,5:38:38,5:41:17,5:51,260,400,,,,
24,C,24C3,534066,1972535,712,3,03/04/2014,1,23,5:18:42,5:22:21,5:33,212,800,,,,
24,C,24C3,534066,1972535,712,3,03/04/2014,2,24,5:21:15,5:23:18,5:56,114,600,,,,
24,C,24C3,534066,1972535,712,3,03/04/2014,3,35,5:22:18,5:30:21,5:43,325,900,,,,
24,C,24C3,534066,1972535,712,3,03/04/2014,4,34,5:37:26,5:38:40,5:52,16,1000,,,,
24,C,24C3,534066,1972535,712,3,03/04/2014,5,29,5:40:18,5:41:07,5:51,252,800,,,,
24,C,24C3,534066,1972535,712,3,03/04/2014,6,151,nr,6:14:44,6:17,38,900,,,,
24,A,24A4,533818,1971617,750,4,04/04/2014,1,26,5:47:05,5:52:22,6:04,20,650,,,,
24,A,24A4,533818,1971617,750,4,04/04/2014,2,29,5:50:40,5:51:45,6:05,310,500,,,,
24,B,24B4,533566,1972326,723,4,04/04/2014,1,29,5:46:32,5:48:24,5:57,255,1000,,,,
24,B,24B4,533566,1972326,723,4,04/04/2014,2,24,5:47:00,5:50:16,6:07,75,1000,,,,
24,B,24B4,533566,1972326,723,4,04/04/2014,3,26,5:52:10,5:54:30,6:21,87,800,,,,
24,C,24C4,534066,1972535,712,4,04/04/2014,1,24,5:46:58,5:50:02,6:21,102,600,,,,
24,C,24C4,534066,1972535,712,4,04/04/2014,2,29,5:50:48,nr,6:05,246,1000,,,,
24,C,24C4,534066,1972535,712,4,04/04/2014,3,34,nr,6:05:40,6:10,0,1000,,,,
24,C,24C4,534066,1972535,712,4,04/04/2014,4,151,nr,6:11:12,6:20,33,2000,,,,
25,A,25A1,527175,1970501,685,1,27/04/2014,1,22,5:48:06,5:51:40,5:58,30,700,,,,
25,B,25B1,527413,1970896,596,1,27/04/2014,1,22,5:19:00,5:39:52,5:56,52,900,,,,
25,C,25C1,527660,1971334,660,1,27/04/2014,1,22,5:19:43,5:39:59,6:01,60,600,,,,
25,A,25A2,527175,1970501,685,2,28/04/2014,1,22,5:29:13,5:29:36,5:45,26,700,,,,
25,B,25B2,527413,1970896,596,2,28/04/2014,1,22,5:24:50,5:25:24,5:36,40,1000,,,,
25,C,25C2,527660,1971334,660,2,28/04/2014,1,22,5:25:05,5:26:37,5:47,6,500,,,,
25,A,25A3,527175,1970501,685,3,29/04/2014,1,162,5:39:28,5:39:10,5:54,20,800,,,,
25,B,25B3,527413,1970896,596,3,29/04/2014,1,162,5:33:41,5:39:39,5:51,72,400,,,,
25,C,25C3,527660,1971334,660,3,29/04/2014,1,162,5:43:17,5:49:01,6:03,130,400,,,,
25,A,25A4,527175,1970501,685,4,30/04/2014,1,22,5:37:56,5:41:24,5:58,25,700,,,,
25,B,25B4,527413,1970896,596,4,30/04/2014,1,22,5:37:05,5:42:03,5:54,42,400,,,,
25,C,25C4,527660,1971334,660,4,30/04/2014,1,22,5:33:56,5:47:18,6:09,18,500,,,,
26,A,26A1,527645,1972878,864,1,01/05/2014,1,19,5:10:08,5:21:15,5:30,300,900,,,,
26,A,26A1,527645,1972878,864,1,01/05/2014,2,20,5:24:19,5:26:12,5:45,72,1000,,,,
26,B,26B1,528122,1973211,809,1,01/05/2014,1,21,,5:23:27,5:40,20,600,,,,
26,C,26C1,528477,1973290,862,1,01/05/2014,1,20,5:39:18,5:50:03,6:11,60,650,,,,
26,C,26C1,528477,1973290,862,1,01/05/2014,2,,5:35:08,,6:28,240,500,,,,
26,A,26A2,527645,1972878,864,2,02/05/2014,1,21,5:47:34,5:57:09,6:04,10,750,,,,
26,B,26B2,528122,1973211,809,2,02/05/2014,1,12,5:30:09,5:33:27,5:43,145,1500,,,,
26,B,26B2,528122,1973211,809,2,02/05/2014,2,21,5:46:20,5:48:50,6:03,16,1000,,,,
26,C,26C2,528477,1973290,862,2,02/05/2014,1,20,5:39:17,6:13:00,6:18,60,700,,,,
26,C,26C2,528477,1973290,862,2,02/05/2014,2,21,5:52:44,nr,6:20,350,600,,,,
26,C,26C2,528477,1973290,862,2,02/05/2014,3,,5:59:07,,6:34,240,500,,,,
26,A,26A3,527645,1972878,864,3,03/05/2014,1,20,5:22:51,5:21:15,5:32,66,700,,,,
26,B,26B3,528122,1973211,809,3,03/05/2014,1,21,5:21:03,5:23:42,5:40,130,1500,,,,
26,B,26B3,528122,1973211,809,3,03/05/2014,2,20,5:24:34,5:25:37,5:33,52,1000,,,,
26,C,26C3,528477,1973290,862,3,03/05/2014,1,20,5:29:19,5:32:05,5:44,110,,,,,
26,C,26C3,528477,1973290,862,3,03/05/2014,2,,5:30:47,,6:00,352,600,,,,
26,A,26A4,527645,1972878,864,4,04/05/2014,1,20,5:07:39,5:12:09,5:18,70,700,,,,
26,B,26B4,528122,1973211,809,4,04/05/2014,1,21,6:20:25,5:21:49,6:32,0,1000,,,,
26,C,26C4,528477,1973290,862,4,04/05/2014,1,21,6:22:20,6:23:44,6:33,352,650,,,,
27,A,27A1,529452,1972591,775,1,05/05/2014,0,,,,,,,,,,
27,B,27B1,529855,1972877,771,1,05/05/2014,0,,,,,,,,,,
27,C,27C1,530206,1973159,785,1,05/05/2014,1,17,5:25:12,5:37:40,6:02,10,800,,,,
27,A,27A2,529452,1972591,775,2,06/05/2014,1,12,5:17:30,5:19:00,5:27,170,700,,,,
27,A,27A2,529452,1972591,775,2,06/05/2014,2,18,5:20:41,5:22:50,5:30,70,900,,,,
27,B,27B2,529855,1972877,771,2,06/05/2014,1,17,5:19:15,5:20:12,5:28,32,600,,,,
27,B,27B2,529855,1972877,771,2,06/05/2014,2,18,5:22:25,5:26:38,5:31,75,400,,,,
27,C,27C2,530206,1973159,785,2,06/05/2014,1,17,5:13:12,5:12:20,5:25,340,500,,,,
27,C,27C2,530206,1973159,785,2,06/05/2014,2,17,5:14:10,5:19:49,5:40,10,300,,,,
27,C,27C2,530206,1973159,785,2,06/05/2014,3,18,5:24:19,5:25:06,6:02,140,300,,,,
27,A,27A3,529452,1972591,775,3,07/05/2014,1,,5:32:26,,5:58,100,,,,,
27,B,27B3,529855,1972877,771,3,07/05/2014,1,163,nr,5:15:57,5:26,261,2000,,,,
27,B,27B3,529855,1972877,771,3,07/05/2014,2,15,nr,5:22:41,5:38,5,900,,,,
27,B,27B3,529855,1972877,771,3,07/05/2014,3,17,5:23:16,5:25:04,5:36,22,800,,,,
27,B,27B3,529855,1972877,771,3,07/05/2014,4,,5:29:38,,5:49,132,600,,,,
27,C,27C3,530206,1973159,785,3,07/05/2014,1,15,5:19:47,5:23:19,5:42,340,500,,,,
27,C,27C3,530206,1973159,785,3,07/05/2014,2,17,5:29:52,5:30:59,5:37,10,800,,,,
27,A,27A4,529452,1972591,775,4,08/05/2014,1,15,5:09:19,5:12:36,5:24,360,700,,,,
27,B,27B4,529855,1972877,771,4,08/05/2014,1,15,5:09:13,5:12:55,5:23,342,400,,,,
27,B,27B4,529855,1972877,771,4,08/05/2014,2,163,nr,5:17:59,5:20,260,2000,,,,
27,C,27C4,530206,1973159,785,4,08/05/2014,1,13,5:13:21,5:14:07,5:32,341,520,,,,
27,C,27C4,530206,1973159,785,4,08/05/2014,2,,5:30:08,,5:42,14,700,,,,
28,A,28A1,531356,1972096,881,1,09/05/2014,0,,,,,,,,,,
28,B,28B1,531451,1972615,868,1,09/05/2014,0,,,,,,,,,,
28,C,28C1,531702,1972924,892,1,09/05/2014,1,,5:30:37,,5:48,0,700,,,,
28,A,28A2,531356,1972096,881,2,10/05/2014,0,,,,,,,,,,
28,B,28B2,531451,1972615,868,2,10/05/2014,0,,,,,,,,,,
28,C,28C2,531702,1972924,892,2,10/05/2014,0,,,,,,,,,,
28,A,28A3,531356,1972096,881,3,11/05/2014,0,,,,,,,,,,
28,B,28B3,531451,1972615,868,3,11/05/2014,0,,,,,,,,,,
28,C,28C3,531702,1972924,892,3,11/05/2014,0,,,,,,,,,,
29,A,29A1,531449,1970993,777,1,12/05/2014,1,,5:14:35,,5:19,40,800,,,,
29,B,29B1,531736,1971342,814,1,12/05/2014,1,,5:11:52,,5:15,80,500,,,,
29,C,29C1,532010,1971759,758,1,12/05/2014,1,14,5:22:17,5:30:41,5:34,120,200,,,,
29,A,29A2,531449,1970993,777,2,13/05/2014,0,,,,,,,,,,
29,B,29B2,531736,1971342,814,2,13/05/2014,1,,5:21:10,,5:33,80,500,,,,
29,C,29C2,532010,1971759,758,2,13/05/2014,1,14,5:22:17,5:30:41,5:34,120,200,,,,
29,A,29A3,531449,1970993,777,3,14/05/2014,0,,,,,,,,,,
29,B,29B3,531736,1971342,814,3,14/05/2014,0,,,,,,,,,,
29,C,29C3,532010,1971759,758,3,14/05/2014,0,,,,,,,,,,
30,A,30A1,529753,1970497,815,1,15/05/2014,0,,,,,,,,,,
30,B,30B1,530098,1970760,849,1,15/05/2014,1,13,5:12:20,5:16:09,5:24,15,1000,,,,
30,C,30C1,530465,1970935,851,1,15/05/2014,1,13,5:14:05,nr,5:27,10,800,,,,
30,A,30A2,529753,1970497,815,2,16/05/2014,0,,,,,,,,,,
30,B,30B2,530098,1970760,849,2,16/05/2014,1,,5:52:10,,6:04,0,1500,,,,
30,C,30C2,530465,1970935,851,2,16/05/2014,0,,,,,,,,,,
30,A,30A3,529753,1970497,815,3,17/05/2014,0,,,,,,,,,,
30,B,30B3,530098,1970760,849,3,17/05/2014,0,,,,,,,,,,
30,C,30C3,530465,1970935,851,3,17/05/2014,0,,,,0:27,,,,,,
